municipality_id,province_id,municipality_name
1358,1,Navotas City
1359,1,Valenzuela City
1360,1,Las Piñas City
1361,1,Makati City
1362,1,Muntinlupa City
1363,1,Parañaque City
1364,1,Pasay City
1365,1,Pateros
1366,1,Taguig City
1367,67,Bangued
1368,67,Boliney
1369,67,Bucay
1370,67,Bucloc
1371,67,Daguioman
1372,67,Danglas
1373,67,Dolores
1374,67,La Paz
1375,67,Lacub
1376,67,Lagangilang
1377,67,Lagayan
1378,67,Langiden
1379,67,Licuan-Baay
1380,67,Luba
1381,67,Malibcong
1382,67,Manabo
1383,67,Peñarrubia
1384,67,Pidigan
1385,67,Pilar
1386,67,Sallapadan
1387,67,San Isidro
1388,67,San Juan
1389,67,San Quintin
1390,67,Tayum
1391,67,Tineg
1392,67,Tubo
1393,67,Villaviciosa
1394,68,Atok
1395,68,City of Baguio
1396,68,Bakun
1397,68,Bokod
1398,68,Buguias
1399,68,Itogon
1400,68,Kabayan
1401,68,Kapangan
1402,68,Kibungan
1403,68,La Trinidad
1404,68,Mankayan
1405,68,Sablan
1406,68,Tuba
1407,68,Tublay
1408,69,Banaue
1409,69,Hungduan
1410,69,Kiangan
1411,69,Lagawe
1412,69,Lamut
1413,69,Mayoyao
1414,69,Alfonso Lista
1415,69,Aguinaldo
1416,69,Hingyon
1417,69,Tinoc
1418,69,Asipulo
1419,70,Balbalan
1420,70,Lubuagan
1421,70,Pasil
1422,70,Pinukpuk
1423,70,Rizal
1424,70,City of Tabuk
1425,70,Tanudan
1426,70,Tinglayan
1427,71,Barlig
1428,71,Bauko
1429,71,Besao
1430,71,Bontoc
1431,71,Natonin
1432,71,Paracelis
1433,71,Sabangan
1434,71,Sadanga
1435,71,Sagada
1436,71,Tadian
1437,72,Calanasan
1438,72,Conner
1439,72,Flora
1440,72,Kabugao
1441,72,Luna
1442,72,Pudtol
1443,72,Santa Marcela
1444,73,City of Lamitan
1445,73,Lantawan
1446,73,Maluso
1447,73,Sumisip
1448,73,Tipo-Tipo
1449,73,Tuburan
1450,73,Akbar
1451,73,Al-Barka
1452,73,Hadji Mohammad Ajul
1453,73,Ungkaya Pukan
1454,73,Hadji Muhtamad
1455,73,Tabuan-Lasa
1456,74,Bacolod-Kalawi
1457,74,Balabagan
1458,74,Balindong
1459,74,Bayang
1460,74,Binidayan
1461,74,Bubong
1462,74,Butig
1463,74,Ganassi
1464,74,Kapai
1465,74,Lumba-Bayabao
1466,74,Lumbatan
1467,74,Madalum
1468,74,Madamba
1469,74,Malabang
1470,74,Marantao
1471,74,City of Marawi
1472,74,Masiu
1473,74,Mulondo
1474,74,Pagayawan
1475,74,Piagapo
1476,74,Poona Bayabao
1477,74,Pualas
1478,74,Ditsaan-Ramain
1479,74,Saguiaran
1480,74,Tamparan
1481,74,Taraka
1482,74,Tubaran
1483,74,Tugaya
1484,74,Wao
1485,74,Marogong
1486,74,Calanogas
1487,74,Buadiposo-Buntong
1488,74,Maguing
1489,74,Picong
1490,74,Lumbayanague
1491,74,Amai Manabilang
1492,74,Tagoloan Ii
1493,74,Kapatagan
1494,74,Sultan Dumalondong
1495,74,Lumbaca-Unayan
1496,75,Ampatuan
1497,75,Buldon
1498,75,Buluan
1499,75,Datu Paglas
1500,75,Datu Piang
1501,75,Datu Odin Sinsuat
1502,75,Shariff Aguak
1503,75,Matanog
1504,75,Pagalungan
1505,75,Parang
1506,75,Sultan Kudarat
1507,75,Sultan Sa Barongis
1508,75,Kabuntalan
1509,75,Upi
1510,75,Talayan
1511,75,South Upi
1512,75,Barira
1513,75,Gen. S.K. Pendatun
1514,75,Mamasapano
1515,75,Talitay
1516,75,Pagagawan
1517,75,Paglat
1518,75,Sultan Mastura
1519,75,Guindulungan
1520,75,Datu Saudi-Ampatuan
1521,75,Datu Unsay
1522,75,Datu Abdullah Sangki
1523,75,Rajah Buayan
1524,75,Datu Blah T. Sinsuat
1525,75,Datu Anggal Midtimbang
1526,75,Mangudadatu
1527,75,Pandag
1528,75,Northern Kabuntalan
1529,75,Datu Hoffer Ampatuan
1530,75,Datu Salibo
1531,75,Shariff Saydona Mustapha
1532,76,Indanan
1533,76,Jolo
1534,76,Kalingalan Caluang
1535,76,Luuk
1536,76,Maimbung
1537,76,Hadji Panglima Tahil
1538,76,Old Panamao
1539,76,Pangutaran
1540,76,Parang
1541,76,Pata
1542,76,Patikul
1543,76,Siasi
1544,76,Talipao
1545,76,Tapul
1546,76,Tongkil
1547,76,Panglima Estino
1548,76,Lugus
1549,76,Pandami
1550,76,Omar
1551,77,Panglima Sugala
1552,77,Bongao (Capital)
1553,77,Mapun
1554,77,Simunul
1555,77,Sitangkai
1556,77,South Ubian
1557,77,Tandubas
1558,77,Turtle Islands
1559,77,Languyan
1560,77,Sapa-Sapa
1561,77,Sibutu
1562,78,Buenavista
1563,78,City of Butuan
1564,78,City of Cabadbaran
1565,78,Carmen
1566,78,Jabonga
1567,78,Kitcharao
1568,78,Las Nieves
1569,78,Magallanes
1570,78,Nasipit
1571,78,Santiago
1572,78,Tubay
1573,78,Remedios T. Romualdez
1574,79,City of Bayugan
1575,79,Bunawan
1576,79,Esperanza
1577,79,La Paz
1578,79,Loreto
1579,79,Prosperidad
1580,79,Rosario
1581,79,San Francisco
1582,79,San Luis
1583,79,Santa Josefa
1584,79,Talacogon
1585,79,Trento
1586,79,Veruela
1587,79,Sibagat
1588,80,Alegria
1589,80,Bacuag
1590,80,Burgos
1591,80,Claver
1592,80,Dapa
1593,80,Del Carmen
1594,80,General Luna
1595,80,Gigaquit
1596,80,Mainit
1597,80,Malimono
1598,80,Pilar
1599,80,Placer
1600,80,San Benito
1601,80,San Francisco
1602,80,San Isidro
1603,80,Santa Monica
1604,80,Sison
1605,80,Socorro
1606,80,City of Surigao
1607,80,Tagana-An
1608,80,Tubod
1609,81,Barobo
1610,81,Bayabas
1611,81,City of Bislig
1612,81,Cagwait
1613,81,Cantilan
1614,81,Carmen
1615,81,Carrascal
1616,81,Cortes
1617,81,Hinatuan
1618,81,Lanuza
1619,81,Lianga
1620,81,Lingig
1621,81,Madrid
1622,81,Marihatag
1623,81,San Agustin
1624,81,San Miguel
1625,81,Tagbina
1626,81,Tago
1627,81,City of Tandag
1628,82,Basilisa
1629,82,Cagdianao
1630,82,Dinagat
1631,82,Libjo
1632,82,Loreto
1633,82,San Jose
1634,82,Tubajon
