barangay_id,municipality_id,barangay_name
3280,128,Salagao
3281,128,San Vicente
3282,128,Tuhel (Pob.)
3283,129,Hañib
3284,129,Kaumbakan
3285,129,Panatayan
3286,129,Uvoy (Pob.)
3287,130,Chavayan
3288,130,Malakdang (Pob.)
3289,130,Nakanmuan
3290,130,Savidug
3291,130,Sinakan (Pob.)
3292,130,Sumnanga
3294,131,Imnajbu
3295,131,Itbud
3296,131,Kayuganan (Pob.)
3293,131,Kayvaluganan (Pob.)
3297,132,Alinunu
3298,132,Bagu
3299,132,Banguian
3300,132,Calog Norte
3301,132,Calog Sur
3302,132,Canayun
3303,132,Centro (Pob.)
3304,132,Dana-Ili
3305,132,Guiddam
3306,132,Libertad
3307,132,Lucban
3308,132,Pinili
3314,132,San Agustin
3315,132,San Julian
3309,132,Santa Filomena
3316,132,Santa Rosa
3310,132,Santo Tomas
3311,132,Siguiran
3312,132,Simayung
3313,132,Sirit
3317,133,Abbeg
3318,133,Afusing Bato
3319,133,Afusing Daga
3320,133,Agani
3321,133,Baculod
3322,133,Baybayog
3323,133,Cabuluan
3324,133,Calantac
3325,133,Carallangan
3326,133,Centro Norte (Pob.)
3327,133,Centro Sur (Pob.)
3328,133,Dalaoig
3329,133,Damurog
3330,133,Jurisdiction
3331,133,Malalatan
3332,133,Maraburab
3333,133,Masin
3334,133,Pagbangkeruan
3335,133,Pared
3336,133,Piggatan
3337,133,Pinopoc
3338,133,Pussian
3339,133,San Esteban
3340,133,Tamban
3341,133,Tupang
3342,134,Bessang
3343,134,Binobongan
3344,134,Bulo
3345,134,Burot
3346,134,Capagaran
3347,134,Capalutan
3348,134,Capanickian Norte
3349,134,Capanickian Sur
3350,134,Cataratan
3351,134,Centro East (Pob.)
3352,134,Centro West (Pob.)
3353,134,Daan-Ili
3354,134,Dagupan
3355,134,Dalayap
3356,134,Gagaddangan
3357,134,Iringan
3358,134,Labben
3359,134,Maluyo
3360,134,Mapurao
3361,134,Matucay
3362,134,Nagattatan
3363,134,Pacac
3364,134,San Juan
3365,134,Silangan
3366,134,Tamboli
3367,134,Tubel
3368,134,Utan
3369,135,Abolo
3370,135,Agguirit
3371,135,Alitungtung
3372,135,Annabuculan
3373,135,Annafatan
3374,135,Anquiray
3375,135,Babayuan
3376,135,Baccuit
3377,135,Bacring
3378,135,Baculud
3379,135,Balauini
3380,135,Bauan
3381,135,Bayabat
3382,135,Calamagui
3383,135,Calintaan
3384,135,Caratacat
3385,135,Casingsingan Norte
3386,135,Casingsingan Sur
3387,135,Catarauan
3388,135,Centro
3389,135,Concepcion
3390,135,Cordova
3391,135,Dadda
3392,135,Dafunganay
3393,135,Dugayung
3394,135,Estefania
3395,135,Gabut
3396,135,Gangauan
3397,135,Goran
3398,135,Jurisdiccion
3399,135,La Suerte
3400,135,Logung
3401,135,Magogod
3402,135,Manalo
3403,135,Marobbob
3404,135,Masical
3405,135,Monte Alegre
3406,135,Nabbialan
3407,135,Nagsabaran
3408,135,Nangalasauan
3409,135,Nanuccauan
3410,135,Pacac-Grande
3411,135,Pacac-Pequeño
3412,135,Palacu
3413,135,Palayag
3414,135,Tana
3415,135,Unag
3416,136,Backiling
3417,136,Bangag
3418,136,Binalan
3419,136,Bisagu
3434,136,Bukig
3435,136,Bulala Norte
3436,136,Bulala Sur
3437,136,Caagaman
3420,136,Centro 1 (Pob.)
3429,136,Centro 10 (Pob.)
3430,136,Centro 11 (Pob.)
3431,136,Centro 12 (Pob.)
3432,136,Centro 13 (Pob.)
3433,136,Centro 14 (Pob.)
3438,136,Centro 15 (Pob.)
3421,136,Centro 2 (Pob.)
3422,136,Centro 3 (Pob.)
3423,136,Centro 4 (Pob.)
3424,136,Centro 5 (Pob.)
3425,136,Centro 6 (Pob.)
3426,136,Centro 7 (Pob.)
3427,136,Centro 8 (Pob.)
3428,136,Centro 9 (Pob.)
3439,136,Dodan
3440,136,Fuga Island
3441,136,Gaddang
3442,136,Linao
3443,136,Mabanguc
3444,136,Macanaya
3445,136,Maura
3446,136,Minanga
3447,136,Navagan
3448,136,Paddaya
3449,136,Paruddun Norte
3450,136,Paruddun Sur
3451,136,Plaza
3452,136,Punta
3453,136,San Antonio
3456,136,Sanja
3454,136,Tallungan
3455,136,Toran
3457,136,Zinarag
3458,137,Adaoag
3459,137,Agaman
3503,137,Agaman Norte
3504,137,Agaman Sur
3460,137,Alba
3461,137,Annayatan
3462,137,Asassi
3463,137,Asinga-Via
3464,137,Awallan
3465,137,Bacagan
3466,137,Bagunot
3467,137,Barsat East
3468,137,Barsat West
3469,137,Bitag Grande
3470,137,Bitag Pequeño
3471,137,Bunugan
3505,137,C. Verzosa
3472,137,Canagatan
3473,137,Carupian
3474,137,Catugay
3476,137,Dabbac Grande
3477,137,Dalin
3478,137,Dalla
3479,137,Hacienda Intal
3480,137,Ibulo
3481,137,Imurong
3482,137,J. Pallagao
3483,137,Lasilat
3502,137,Mabini
3484,137,Masical
3485,137,Mocag
3486,137,Nangalinan
3475,137,Poblacion
3487,137,Remus
3488,137,San Antonio
3489,137,San Francisco
3490,137,San Isidro
3491,137,San Jose
3492,137,San Miguel
3493,137,San Vicente
3494,137,Santa Margarita
3495,137,Santor
3496,137,Taguing
3497,137,Taguntungan
3498,137,Tallang
3500,137,Taytay
3499,137,Temblique
3501,137,Tungel
3506,138,Ammubuan
3507,138,Baran
3508,138,Cabaritan East
3509,138,Cabaritan West
3510,138,Cabayu
3511,138,Cabuluan East
3512,138,Cabuluan West
3513,138,Centro East (Pob.)
3514,138,Centro West (Pob.)
3515,138,Fugu
3516,138,Mabuttal East
3517,138,Mabuttal West
3518,138,Nararagan
3519,138,Palloc
3520,138,Payagan East
3521,138,Payagan West
3522,138,San Juan
3523,138,Santa Cruz
3524,138,Zitanga
3548,139,Alucao Weste
3534,139,Antiporda
3525,139,Ballang
3526,139,Balza
3527,139,Cabaritan
3528,139,Calamegatan
3529,139,Centro (Pob.)
3530,139,Centro West
3531,139,Dalaya
3532,139,Fula
3533,139,Leron
3535,139,Maddalero
3536,139,Mala Este
3537,139,Mala Weste
3538,139,Minanga Este
3549,139,Minanga Weste
3539,139,Paddaya Este
3550,139,Paddaya Weste
3540,139,Pattao
3541,139,Quinawegan
3542,139,Remebella
3543,139,San Isidro
3551,139,San Juan
3552,139,San Vicente
3544,139,Santa Isabel
3545,139,Santa Maria
3546,139,Tabbac
3547,139,Villa Cielo
3553,139,Villa Gracia
3554,139,Villa Leonora
3563,140,Babuyan Claro
3556,140,Balatubat
3555,140,Cabudadan
3564,140,Centro II
3557,140,Dadao
3565,140,Dalupiri
3558,140,Dibay
3559,140,Dilam
3560,140,Magsidel
3566,140,Minabel
3561,140,Naguilian
3562,140,Poblacion
3567,141,Abagao
3568,141,Afunan Cabayu
3569,141,Agusi
3570,141,Alilinu
3571,141,Baggao
3572,141,Bantay
3573,141,Bulala
3574,141,Casili Norte
3591,141,Casili Sur
3575,141,Catotoran Norte
3592,141,Catotoran Sur
3576,141,Centro Norte (Pob.)
3577,141,Centro Sur (Pob.)
3578,141,Cullit
3579,141,Dacal-Lafugu
3580,141,Dammang Norte
3593,141,Dammang Sur
3581,141,Dugo
3582,141,Fusina
3583,141,Gang-ngo
3584,141,Jurisdiction
3585,141,Luec
3586,141,Minanga
3587,141,Paragat
3594,141,Sapping
3588,141,Tagum
3589,141,Tuluttuging
3590,141,Ziminila
3595,142,Alimoan
3596,142,Bacsay Cataraoan Norte
3624,142,Bacsay Cataraoan Sur
3597,142,Bacsay Mapulapula
3598,142,Bilibigao
3599,142,Buenavista
3600,142,Cadcadir East
3625,142,Cadcadir West
3626,142,Camalaggoan/D Leaño
3601,142,Capanikian
3602,142,Centro I (Pob.)
3603,142,Centro II (Pob.)
3627,142,Centro III
3615,142,Centro IV
3628,142,Centro V
3613,142,Centro VI
3611,142,Centro VII
3629,142,Centro VIII
3604,142,Culao
3605,142,Dibalio
3606,142,Kilkiling
3607,142,Lablabig
3608,142,Luzon
3609,142,Mabnang
3610,142,Magdalena
3612,142,Malilitao
3614,142,Nagsabaran
3616,142,Pata East
3630,142,Pata West
3617,142,Pinas
3631,142,San Antonio
3632,142,San Isidro
3633,142,San Vicente
3620,142,Santa Maria
3618,142,Santiago
3634,142,Santo Niño
3619,142,Santo Tomas
3621,142,Tabbugan
3622,142,Taggat Norte
3635,142,Taggat Sur
3623,142,Union
3636,143,Alibago
3637,143,Barangay I (Pob.)
3638,143,Barangay II (Pob.)
3639,143,Barangay III
3651,143,Barangay III-A
3649,143,Barangay IV (Pob.)
3652,143,Batu
3640,143,Divisoria
3641,143,Inga
3642,143,Lanna
3643,143,Lemu Norte
3653,143,Lemu Sur
3644,143,Liwan Norte
3645,143,Liwan Sur
3646,143,Maddarulug Norte
3654,143,Maddarulug Sur
3647,143,Magalalag East
3655,143,Magalalag West
3648,143,Maracuru
3650,143,Roma Norte
3656,143,Roma Sur
3657,143,San Antonio
3658,144,Abra
3659,144,Aguiguican
3660,144,Bangatan Ngagan
3661,144,Baracaoit
3662,144,Baraoidan
3663,144,Barbarit
3664,144,Basao
3706,144,Bolos Point
3665,144,Cabayu
3666,144,Calaoagan Bassit
3667,144,Calaoagan Dackel
3668,144,Capiddigan
3669,144,Capissayan Norte
3670,144,Capissayan Sur
3672,144,Casicallan Norte
3671,144,Casicallan Sur
3673,144,Centro Norte (Pob.)
3674,144,Centro Sur (Pob.)
3675,144,Cullit
3676,144,Cumao
3677,144,Cunig
3678,144,Dummun
3679,144,Fugu
3680,144,Ganzano
3681,144,Guising
3684,144,L. Adviento
3682,144,Langgan
3683,144,Lapogan
3685,144,Mabuno
3686,144,Nabaccayan
3687,144,Naddungan
3688,144,Nagatutuan
3689,144,Nassiping
3690,144,Newagac
3691,144,Palagao Norte
3692,144,Palagao Sur
3693,144,Piña Este
3694,144,Piña Weste
3707,144,San Carlos
3695,144,San Vicente
3698,144,Santa Ana
3696,144,Santa Maria
3697,144,Sidem
3703,144,T. Elizaga
3699,144,Tagumay
3700,144,Takiki
3701,144,Taligan
3702,144,Tanglagan
3704,144,Tubungan Este
3705,144,Tubungan Weste
3708,145,Amunitan
3709,145,Batangan
3710,145,Baua
3711,145,Cabanbanan Norte
3712,145,Cabanbanan Sur
3713,145,Cabiraoan
3715,145,Calayan
3714,145,Callao
3716,145,Caroan
3717,145,Casitan
3718,145,Flourishing (Pob.)
3719,145,Ipil
3720,145,Isca
3721,145,Magrafil
3722,145,Minanga
3724,145,Paradise (Pob.)
3725,145,Pateng
3726,145,Progressive (Pob.)
3723,145,Rebecca
3727,145,San Jose
3728,145,Santa Clara
3729,145,Santa Cruz
3730,145,Santa Maria
3731,145,Smart (Pob.)
3732,145,Tapel
3733,146,Ajat (Pob.)
3734,146,Atulu
3735,146,Baculud
3736,146,Bayo
3737,146,Campo
3739,146,Dumpao
3740,146,Gammad
3742,146,Garab
3743,146,Malabbac
3744,146,Manaoag
3745,146,Minanga Norte
3746,146,Minanga Sur
3747,146,Nattanzan (Pob.)
3748,146,Redondo
3749,146,Salamague
3738,146,San Esteban
3750,146,San Isidro
3751,146,San Lorenzo
3755,146,San Vicente
3752,146,Santa Barbara
3753,146,Santa Rosa
3741,146,Santa Teresa
3754,146,Santiago
3756,147,Abagao
3757,147,Alaguia
3758,147,Bagumbayan
3759,147,Bangag
3760,147,Bical
3761,147,Bicud
3762,147,Binag
3763,147,Cabayabasan
3764,147,Cagoran
3765,147,Cambong
3766,147,Catayauan
3767,147,Catugan
3768,147,Centro (Pob.)
3769,147,Cullit
3770,147,Dagupan
3771,147,Dalaya
3772,147,Fabrica
3773,147,Fusina
3774,147,Jurisdiction
3775,147,Lalafugan
3776,147,Logac
3777,147,Magallungon
3778,147,Magapit
3779,147,Malanao
3780,147,Maxingal
3781,147,Naguilian
3782,147,Paranum
3783,147,Rosario
3784,147,San Antonio
3785,147,San Jose
3786,147,San Juan
3787,147,San Lorenzo
3788,147,San Mariano
3789,147,Santa Maria
3790,147,Tucalana
3791,148,Aggunetan
3792,148,Alannay
3793,148,Battalan
3814,148,Cabatacan East
3815,148,Cabatacan West
3794,148,Calapangan Norte
3795,148,Calapangan Sur
3796,148,Callao Norte
3797,148,Callao Sur
3798,148,Cataliganan
3808,148,Centro I (Pob.)
3818,148,Centro II (Pob.)
3819,148,Centro III (Pob.)
3799,148,Finugo Norte
3800,148,Gabun
3801,148,Ignacio Jurado
3802,148,Magsaysay
3803,148,Malinta
3805,148,Minanga Norte
3804,148,Minanga Sur
3816,148,Nabannagan East
3817,148,Nabannagan West
3820,148,New Orlins
3806,148,Nicolas Agatep
3807,148,Peru
3809,148,San Pedro
3810,148,Sicalao
3811,148,Tagao
3812,148,Tucalan Passing
3813,148,Viga
3821,149,Abanqueruan
3822,149,Allasitan
3823,149,Bagu
3824,149,Balingit
3825,149,Bidduang
3826,149,Cabaggan
3827,149,Capalalian
3828,149,Casitan
3829,149,Centro (Pob.)
3830,149,Curva
3831,149,Gattu
3832,149,Masi
3833,149,Nagattatan
3834,149,Nagtupacan
3835,149,San Juan
3836,149,Santa Cruz
3837,149,Tabba
3838,149,Tupanna
3839,150,Aggugaddan
3840,150,Alimanao
3841,150,Baliuag
3842,150,Bical
3843,150,Bugatay
3844,150,Buyun
3845,150,Cabasan
3846,150,Cabbo
3847,150,Callao
3848,150,Camasi
3849,150,Centro (Pob.)
3850,150,Dodan
3851,150,Lapi
3852,150,Malibabag
3853,150,Manga
3854,150,Minanga
3855,150,Nabbabalayan
3856,150,Nanguilattan
3857,150,Nannarian
3858,150,Parabba
3859,150,Patagueleg
3860,150,Quibal
3861,150,San Roque
3862,150,Sisim
3863,151,Apayao
3864,151,Aquib
3876,151,Baung
3877,151,Calaoagan
3878,151,Catarauan
3865,151,Dugayung
3866,151,Gumarueng
3867,151,Macapil
3868,151,Maguilling
3869,151,Minanga
3870,151,Poblacion I
3879,151,Poblacion II
3871,151,Santa Barbara
3872,151,Santo Domingo
3873,151,Sicatna
3874,151,Villa Rey
3880,151,Villa Reyno
3875,151,Warat
3881,152,Anagguan
3883,152,Anungu
3882,152,Anurturu
3884,152,Balungcanag
3906,152,Battut
3885,152,Batu
3907,152,Bural
3886,152,Cambabangan
3887,152,Capacuan
3888,152,Dunggan
3889,152,Duyun
3890,152,Gaddangao
3891,152,Gaggabutan East
3908,152,Gaggabutan West
3892,152,Illuru Norte
3909,152,Illuru Sur
3893,152,Lattut
3894,152,Linno
3895,152,Liwan
3896,152,Mabbang
3898,152,Masi
3897,152,Mauanan
3899,152,Minanga
3900,152,Nanauatan
3901,152,Nanungaran
3902,152,Pasingan
3903,152,Poblacion
3904,152,San Juan
3905,152,Sinicking
3910,153,Bangan
3911,153,Callungan
3912,153,Centro I (Pob.)
3913,153,Centro II (Pob.)
3914,153,Dacal
3915,153,Dagueray
3916,153,Dammang
3917,153,Kittag
3918,153,Langagan
3919,153,Magacan
3920,153,Marzan
3921,153,Masisit
3922,153,Nagrangtayan
3923,153,Namuac
3924,153,San Andres
3925,153,Santiago
3926,153,Santor
3927,153,Tokitok
3936,154,Batu-Parada
3928,154,Casagan
3929,154,Casambalangan
3930,154,Centro (Pob.)
3931,154,Diora-Zinungan
3932,154,Dungeg
3933,154,Kapanikian
3934,154,Marede
3935,154,Palawig
3937,154,Patunungan
3938,154,Rapuli
3939,154,San Vicente
3940,154,Santa Clara
3941,154,Santa Cruz
3943,154,Tangatan
3942,154,Visitacion (Pob.)
3944,155,Cadongdongan
3945,155,Capacuan
3946,155,Centro I (Pob.)
3947,155,Centro II (Pob.)
3948,155,Macatel
3949,155,Portabaga
3952,155,Salungsong
3950,155,San Juan
3951,155,San Miguel
3953,155,Sicul
3954,156,Alucao
3963,156,Aridawen
3955,156,Buyun
3964,156,Caniugan
3956,156,Centro East (Pob.)
3965,156,Centro West
3957,156,Dungeg
3958,156,Luga
3959,156,Masi
3960,156,Mission
3966,156,Simbaluca
3961,156,Simpatuyo
3962,156,Villa
3967,157,Abariongan Ruar
3968,157,Abariongan Uneg
3969,157,Balagan
3970,157,Balanni
3971,157,Cabayo
3972,157,Calapangan
3973,157,Calassitan
3974,157,Campo
3975,157,Centro Norte (Pob.)
3976,157,Centro Sur (Pob.)
3977,157,Dungao
3978,157,Lattac
3979,157,Lipatan
3980,157,Lubo
3981,157,Mabitbitnong
3982,157,Mapitac
3983,157,Masical
3984,157,Matalao
3985,157,Nag-uma
3986,157,Namuccayan
3987,157,Niug Norte
3988,157,Niug Sur
3989,157,Palusao
3990,157,San Manuel
3991,157,San Roque
3992,157,Santa Felicitas
3993,157,Santa Maria
3994,157,Sidiran
3995,157,Tabang
3996,157,Tamucco
3997,157,Virginia
3998,158,Andarayan North
4029,158,Andarayan South
4000,158,Bangag
4001,158,Bantay
4002,158,Basi East
4030,158,Basi West
4003,158,Bauan East
4031,158,Bauan West
4004,158,Cadaanan
4005,158,Calamagui
4032,158,Calillauan
4006,158,Carilucud
4007,158,Cattaran
4008,158,Centro Northeast (Pob.)
4009,158,Centro Northwest (Pob.)
4010,158,Centro Southeast (Pob.)
4011,158,Centro Southwest (Pob.)
4025,158,Dassun
4026,158,Furagui
4027,158,Gadu
4033,158,Gen. Eulogio Balao
4028,158,Iraga
4012,158,Lanna
3999,158,Lannig
4013,158,Lingu
4023,158,Maddarulug
4014,158,Maguirig
4035,158,Malalam-Malacabibi
4015,158,Nabbotuan
4016,158,Nangalisan
4017,158,Natappian East
4034,158,Natappian West
4018,158,Padul
4019,158,Palao
4020,158,Parug-parug
4021,158,Pataya
4022,158,Sampaguita
4024,158,Ubong
4036,159,Accusilian
4037,159,Alabiao
4038,159,Alabug
4039,159,Angang
4040,159,Bagumbayan
4045,159,Balagao
4041,159,Barancuag
4042,159,Battung
4043,159,Bicok
4044,159,Bugnay
4046,159,Cagumitan
4047,159,Cato
4048,159,Culong
4049,159,Dagupan
4050,159,Fugu
4051,159,Lakambini
4052,159,Lallayug
4067,159,Malalinta
4053,159,Malumin
4054,159,Mambacag
4056,159,Mungo
4057,159,Naruangan
4058,159,Palca
4059,159,Pata
4065,159,Poblacion I
4066,159,Poblacion II
4060,159,San Juan
4061,159,San Luis
4055,159,San Vicente
4062,159,Santo Tomas
4063,159,Taribubu
4064,159,Villa Laida
4068,160,Annafunan East
4102,160,Annafunan West
4069,160,Atulayan Norte
4103,160,Atulayan Sur
4070,160,Bagay
4080,160,Buntun
4081,160,Caggay
4082,160,Capatan
4083,160,Carig
4104,160,Caritan Centro
4084,160,Caritan Norte
4085,160,Caritan Sur
4086,160,Cataggaman Nuevo
4105,160,Cataggaman Pardo
4087,160,Cataggaman Viejo
4071,160,Centro 1 (Pob.)
4078,160,Centro 10 (Pob.)
4079,160,Centro 11 (Pob.)
4101,160,Centro 12 (Pob.)
4099,160,Centro 2 (Pob.)
4100,160,Centro 3 (Pob.)
4072,160,Centro 4 (Pob.)
4073,160,Centro 5 (Pob.)
4074,160,Centro 6 (Pob.)
4075,160,Centro 7 (Pob.)
4076,160,Centro 8 (Pob.)
4077,160,Centro 9 (Pob.)
4106,160,Dadda
4088,160,Gosi Norte
4107,160,Gosi Sur
4089,160,Larion Alto
4090,160,Larion Bajo
4108,160,Leonarda
4091,160,Libag Norte
4109,160,Libag Sur
4092,160,Linao East
4110,160,Linao Norte
4111,160,Linao West
4093,160,Nambbalan Norte
4112,160,Nambbalan Sur
4094,160,Pallua Norte
4113,160,Pallua Sur
4095,160,Pengue
4114,160,Reyes
4115,160,San Gabriel
4096,160,Tagga
4097,160,Tanza
4098,160,Ugac Norte
4116,160,Ugac Sur
4117,161,Amistad
4118,161,Antonino (Pob.)
4119,161,Apanay
4120,161,Aurora
4121,161,Bagnos
4122,161,Bagong Sikat
4123,161,Bantug-Petines
4124,161,Bonifacio
4125,161,Burgos
4126,161,Calaocan (Pob.)
4127,161,Callao
4128,161,Dagupan
4129,161,Inanama
4130,161,Linglingay
4131,161,M.H. del Pilar
4132,161,Mabini
4133,161,Magsaysay (Pob.)
4134,161,Mataas na Kahoy
4135,161,Paddad
4136,161,Rizal
4137,161,Rizaluna
4138,161,Salvacion
4139,161,San Antonio (Pob.)
4140,161,San Fernando
4141,161,San Francisco
4142,161,San Juan
4143,161,San Pablo
4144,161,San Pedro
4145,161,Santa Cruz
4146,161,Santa Maria
4147,161,Santo Domingo
4148,161,Santo Tomas
4149,161,Victoria
4150,161,Zamora
4151,162,Allangigan
4152,162,Aniog
4153,162,Baniket
4154,162,Bannawag
4155,162,Bantug
4156,162,Barangcuag
4157,162,Baui
4158,162,Bonifacio
4159,162,Buenavista
4160,162,Bunnay
4161,162,Calabayan-Minanga
4162,162,Calaccab
4163,162,Calaocan
4165,162,Campanario
4166,162,Canangan
4167,162,Centro I (Pob.)
4168,162,Centro II (Pob.)
4169,162,Centro III (Pob.)
4170,162,Consular
4171,162,Cumu
4172,162,Dalakip
4173,162,Dalenat
4174,162,Dipaluda
4175,162,Duroc
4177,162,Esperanza
4178,162,Fugaru
4180,162,Ingud Norte
4181,162,Ingud Sur
4164,162,Kalusutan
4182,162,La Suerte
4179,162,Liwliwa
4183,162,Lomboy
4184,162,Loria
4176,162,Lourdes
4185,162,Mabuhay
4186,162,Macalauat
4187,162,Macaniao
4188,162,Malannao
4189,162,Malasin
4190,162,Mangandingay
4191,162,Minanga Proper
4192,162,Pappat
4193,162,Pissay
4194,162,Ramona
4195,162,Rancho Bassit
4196,162,Rang-ayan
4197,162,Salay
4198,162,San Ambrocio
4199,162,San Guillermo
4200,162,San Isidro
4201,162,San Marcelo
4202,162,San Roque
4203,162,San Vicente
4204,162,Santo Niño
4205,162,Saranay
4206,162,Sinabbaran
4207,162,Victory
4208,162,Viga
4209,162,Villa Domingo
4210,163,Apiat
4211,163,Bagnos
4212,163,Bagong Tanza
4213,163,Ballesteros
4214,163,Bannagao
4215,163,Bannawag
4216,163,Bolinao
4217,163,Caipilan
4218,163,Camarunggayan
4219,163,Dalig-Kalinga
4220,163,Diamantina
4221,163,Divisoria
4222,163,Esperanza East
4223,163,Esperanza West
4224,163,Kalabaza
4226,163,Macatal
4227,163,Malasin
4228,163,Nampicuan
4230,163,Panecien
4225,163,Rizaluna
4231,163,San Andres
4232,163,San Jose (Pob.)
4241,163,San Juan (Pob.)
4242,163,San Pedro-San Pablo (Pob.)
4233,163,San Rafael
4234,163,San Ramon
4235,163,Santa Rita
4236,163,Santa Rosa
4237,163,Saranay
4238,163,Sili
4239,163,Victoria
4240,163,Villa Fugu
4229,163,Villa Nuesa
4243,164,Andabuen
4244,164,Ara
4271,164,Balliao
4245,164,Binogtungan
4246,164,Capuseran
4247,164,Dagupan
4248,164,Danipa
4258,164,District I (Pob.)
4249,164,District II (Pob.)
4250,164,Gomez
4251,164,Guilingan
4252,164,La Salette
4265,164,Lucban
4253,164,Makindol
4254,164,Maluno Norte
4255,164,Maluno Sur
4256,164,Nacalma
4257,164,New Magsaysay
4270,164,Placer
4259,164,Punit
4260,164,San Carlos
4261,164,San Francisco
4262,164,Santa Cruz
4269,164,Santiago
4263,164,Sevillana
4264,164,Sinipit
4266,164,Villaluz
4267,164,Yeban Norte
4268,164,Yeban Sur
4272,165,Bacnor East
4273,165,Bacnor West
4274,165,Caliguian (Pob.)
4275,165,Catabban
4276,165,Cullalabo Del Norte
4278,165,Cullalabo Del Sur
4277,165,Cullalabo San Antonio
4279,165,Dalig
4280,165,Malasin
4281,165,Masigun
4282,165,Raniag
4283,165,San Bonifacio
4284,165,San Miguel
4285,165,San Roque
4286,166,Aggub
4287,166,Anao
4288,166,Angancasilian
4289,166,Balasig
4290,166,Cansan
4291,166,Casibarag Norte
4292,166,Casibarag Sur
4293,166,Catabayungan
4302,166,Centro (Pob.)
4294,166,Cubag
4295,166,Garita
4296,166,Luquilu
4297,166,Mabangug
4298,166,Magassi
4309,166,Masipi East
4310,166,Masipi West
4299,166,Ngarag
4300,166,Pilig Abajo
4301,166,Pilig Alto
4311,166,San Antonio
4303,166,San Bernardo
4304,166,San Juan
4305,166,Saui
4306,166,Tallag
4307,166,Ugad
4308,166,Union
4313,167,Calaocan
4314,167,Canan
4315,167,Centro (Pob.)
4316,167,Culing Centro
4317,167,Culing East
4318,167,Culing West
4319,167,Del Corpuz
4320,167,Del Pilar
4321,167,Diamantina
4322,167,La Paz
4323,167,Luzon
4324,167,Macalaoat
4325,167,Magdalena
4326,167,Magsaysay
4327,167,Namnama
4328,167,Nueva Era
4329,167,Paraiso
4312,167,Rang-ay
4330,167,Sampaloc
4331,167,San Andres
4332,167,Saranay
4333,167,Tandul
4334,168,Alicaocao
4335,168,Alinam
4336,168,Amobocan
4337,168,Andarayan
4338,168,Baculod
4339,168,Baringin Norte
4340,168,Baringin Sur
4341,168,Buena Suerte
4342,168,Bugallon
4343,168,Buyon
4344,168,Cabaruan
4345,168,Cabugao
4349,168,Carabatan Bacareno
4346,168,Carabatan Chica
4347,168,Carabatan Grande
4348,168,Carabatan Punta
4350,168,Casalatan
4352,168,Cassap Fuera
4353,168,Catalina
4354,168,Culalabat
4355,168,Dabburab
4356,168,De Vera
4357,168,Dianao
4358,168,Disimuray
4359,168,District I (Pob.)
4360,168,District II (Pob.)
4361,168,District III (Pob.)
4362,168,Duminit
4363,168,Faustino
4364,168,Gagabutan
4365,168,Gappal
4366,168,Guayabal
4367,168,Labinab
4368,168,Linglingay
4369,168,Mabantad
4370,168,Maligaya
4371,168,Manaoag
4372,168,Marabulig I
4373,168,Marabulig II
4374,168,Minante I
4375,168,Minante II
4377,168,Naganacan
4376,168,Nagcampegan
4378,168,Nagrumbuan
4379,168,Nungnungan I
4380,168,Nungnungan II
4381,168,Pinoma
4382,168,Rizal
4383,168,Rogus
4384,168,San Antonio
4385,168,San Fermin
4386,168,San Francisco
4387,168,San Isidro
4388,168,San Luis
4351,168,San Pablo
4389,168,Santa Luciana
4390,168,Santa Maria
4391,168,Sillawit
4392,168,Sinippil
4393,168,Tagaran
4394,168,Turayong
4395,168,Union
4396,168,Villa Concepcion
4397,168,Villa Luna
4398,168,Villaflor
4399,169,Aguinaldo
4422,169,Anonang
4400,169,Calimaturod
4423,169,Camarao
4401,169,Capirpiriwan
4402,169,Caquilingan
4403,169,Dallao
4404,169,Gayong
4405,169,Laurel
4406,169,Magsaysay
4407,169,Malapat
4408,169,Osmena
4409,169,Quezon
4410,169,Quirino
4411,169,Rizaluna
4412,169,Roxas Pob.
4413,169,Sagat
4414,169,San Juan
4415,169,Taliktik
4416,169,Tanggal
4417,169,Tarinsing
4418,169,Turod Norte
4419,169,Turod Sur
4421,169,Villamarzo
4420,169,Villamiemban
4424,169,Wigan
4425,170,Ayod
4427,170,Bucal Norte
4426,170,Bucal Sur
4428,170,Dibulo
4429,170,Digumased (Pob.)
4430,170,Dimaluade
4434,171,Bicobian
4440,171,Dibulos
4431,171,Dicambangan
4432,171,Dicaroyan
4433,171,Dicatian
4435,171,Dilakit
4436,171,Dimapnat
4437,171,Dimapula (Pob.)
4438,171,Dimasalansan
4439,171,Dipudo
4441,171,Ditarum
4442,171,Sapinit
4443,172,Angoluan
4444,172,Annafunan
4445,172,Arabiat
4446,172,Aromin
4447,172,Babaran
4448,172,Bacradal
4449,172,Benguet
4450,172,Buneg
4451,172,Busilelao
4505,172,Cabugao (Pob.)
4452,172,Caniguing
4453,172,Carulay
4454,172,Castillo
4455,172,Dammang East
4456,172,Dammang West
4506,172,Diasan
4457,172,Dicaraoyan
4458,172,Dugayong
4459,172,Fugu
4460,172,Garit Norte
4461,172,Garit Sur
4462,172,Gucab
4463,172,Gumbauan
4464,172,Ipil
4465,172,Libertad
4466,172,Mabbayad
4467,172,Mabuhay
4468,172,Madadamian
4469,172,Magleticia
4470,172,Malibago
4471,172,Maligaya
4472,172,Malitao
4473,172,Narra
